study_id,site_id,core_id,method_id,depth_min,depth_max,cs137_activity,cs137_activity_se,is_peak,max_core_depth,rank,depth_rank,date,mean_cs,sd_cs,z_score,p_value_overall,index,n_dates,upper_p,lower_p,min_possible_peak_depth,max_possible_peak_depth,sig_level,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,pb210_cic_accretion_rate,pb210_cic_notes,pb210_cic_max_depth,pb210_cic_r2,geomorphic_id,country,admin_division,habitat,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth,high_accretion,low_accretion,age_min,age_max,depth_med,age_mean,age_sd
Craft_2007,Sapelo_River,Sapelo_River_Site_3_Plain,single set of methods,14,16,4.44,13.32023388382483,1,30,1,1,1963,5.2836,5.438738088932028,-0.15510951000136358,0.5616325074858611,8,11,0.9567567229113773,0.8579873683525693,14,16,0,2001,NA,NA,NA,31.516,-81.232,NA,NA,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,plain,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Georgia,marsh,C2,B1,NA,30,0.42105263157894735,0.3684210526315789,1967.75,1957.5714285714287,15,1962.6607142857142,2.938300477125746
Drexler_et_al_2013,Bird_Field,Bird_Field_1,single set of methods,6,8,3.687,0.25,1,20,1,1,1963,1.2464545454545455,1.2401002542910151,1.968022703084399,0.024532712778260635,4,10,2.219293070189637e-17,0.270376320672504,6,8,2,2010,5,4,NA,33.494217,-79.1744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,South Carolina,marsh,C2,B1,NA,20,0.1702127659574468,0.1276595744680851,1974.75,1947.3333333333333,7,1961.0416666666665,7.914509940141142
Drexler_et_al_2013,Bird_Field,Bird_Field_2,single set of methods,15,18,2.827,0.193,1,36,1,1,1963,1.2464545454545455,1.2401002542910151,1.2745303850042973,0.10123775564084714,6,12,0.5050599244286521,0.04299142915698945,15,18,1,2010,5,4,NA,33.493517,-79.17255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,South Carolina,marsh,C2,B1,NA,36,0.3829787234042553,0.3191489361702128,1970.8333333333333,1953.6,16.5,1962.2166666666667,4.974834819517279
Drexler_et_al_2013,Coastal_EDU_Field,Coastal_EDU_Field_1,single set of methods,36,39,2.951,0.203,1,60,1,1,1963,0.8776944444444444,0.9130171902448165,2.270828608385368,0.01157867769219445,13,17,9.148793931113968e-12,0.6800541413011412,36,39,2,2010,5,3,NA,33.517233,-79.15905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,South Carolina,marsh,C2,B1,NA,60,0.8297872340425532,0.7659574468085106,1966.6153846153845,1959.0833333333333,37.5,1962.849358974359,2.1743159176211835
Drexler_et_al_2013,Coastal_EDU_Field,Coastal_EDU_Field_2,single set of methods,45,48,3.638,0.248,1,57,1,1,1963,0.8776944444444444,0.9130171902448165,3.0232788440877076,0.0012502586072365984,16,19,0.0051082286617526096,0.0036079540576845186,45,48,3,2010,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,marsh,C2,B1,NA,57,1.0212765957446808,0.9574468085106383,1965.9375,1959.8666666666666,46.5,1962.9020833333334,1.7524986296027072
Drexler_et_al_2013,Hasty_Point_Managed_Shallow,Hasty_Point_Managed_Shallow_1,single set of methods,8,10,0.649,0.052,1,12,1,1,1963,0.5366666666666666,0.1303842805174788,0.8615558017231566,0.19446600082272725,5,6,0.6722390832315075,0.033143644380955586,8,10,1,2010,5,3,NA,33.543317,-79.17055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,South Carolina,marsh,C2,B1,NA,12,0.2127659574468085,0.1702127659574468,1972.4,1951.25,9,1961.825,6.105479096680319
Drexler_et_al_2013,Hasty_Point_Managed_Shallow,Hasty_Point_Managed_Shallow_2,single set of methods,8,10,0.758,0.062,1,12,1,1,1963,0.5366666666666666,0.1303842805174788,1.6975461493892456,0.0447967269418853,5,6,0.5919213208450423,0.00318992353109694,8,10,2,2010,5,3,NA,33.543417,-79.1705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,South Carolina,marsh,C2,B1,NA,12,0.2127659574468085,0.1702127659574468,1972.4,1951.25,9,1961.825,6.105479096680319
Drexler_et_al_2013,Sandy_Island_Deeply_Flooded,Sandy_Island_Deeply_Flooded_1,single set of methods,24,27,2.447,0.167,1,51,1,1,1963,0.8990869565217391,0.9026418756800647,1.7148695237654896,0.04318457566769973,7,13,0.020323005395394653,0.44249501632771954,24,27,2,2010,5,5,NA,33.52085,-79.1477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,South Carolina,marsh,C2,B1,NA,51,0.574468085106383,0.5106382978723404,1968.2222222222222,1957.125,25.5,1962.673611111111,3.203492118628534
Drexler_et_al_2013,Sandy_Island_Deeply_Flooded,Sandy_Island_Deeply_Flooded_2,single set of methods,21,24,2.553,0.178,1,30,1,1,1963,0.8990869565217391,0.9026418756800647,1.832302586485007,0.03345317598630371,8,10,0.027312670456527965,0.2065702038169939,21,24,2,2010,5,5,NA,33.52075,-79.147667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,South Carolina,marsh,C2,B1,NA,30,0.5106382978723404,0.44680851063829785,1968.875,1956.2857142857142,22.5,1962.580357142857,3.634213748024002
Drexler_et_al_2013,Sandy_Island_Natural,Sandy_Island_Natural_2,single set of methods,33,36,3.779,0.257,1,60,1,1,1963,1.061921875,1.3056368370075997,2.0810366619459777,0.018715275230894335,12,17,1.8923747042005303e-9,0.45067653885916437,33,36,2,2010,5,4,NA,33.5178,-79.148283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,South Carolina,marsh,C2,B1,NA,60,0.7659574468085106,0.7021276595744681,1966.9166666666667,1958.7272727272727,34.5,1962.8219696969697,2.3640743977045062
Drexler_et_al_2013,Sandy_Island_Natural,Sandy_Island_Natural_3,single set of methods,30,33,4.874,0.326,1,48,1,1,1963,1.061921875,1.3056368370075997,2.919707852098394,0.001751798326491416,10,15,0.07236060680700204,4.5243386070805433e-7,30,33,2,2010,5,5,NA,33.51795,-79.148233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,South Carolina,marsh,C2,B1,NA,48,0.7021276595744681,0.6382978723404256,1967.2727272727273,1958.3,31.5,1962.7863636363636,2.590203253137101
Drexler_et_al_2013,Wardlaw_Shallow_Managed,Wardlaw_Shallow_Managed_1,single set of methods,6,9,0.994,0.075,1,19,1,1,1963,0.46599999999999997,0.291978024287217,1.80835527361679,0.0352756121550345,3,6,0.28914485662632505,0.05561409269590311,6,9,1,2010,5,5,NA,33.524567,-79.15725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,South Carolina,marsh,C2,B1,NA,19,0.19148936170212766,0.1276595744680851,1978.6666666666667,1939.5,7.5,1959.0833333333335,11.306442771630193
Drexler_et_al_2013,Wardlaw_Shallow_Managed,Wardlaw_Shallow_Managed_2,single set of methods,8,10,0.513,0.049,1,16,1,1,1963,0.46599999999999997,0.291978024287217,0.16097101867422198,0.4360581133424164,4,7,0.05154944789263528,0.6955986658789598,8,10,0,2010,5,5,NA,33.523567,-79.15645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,South Carolina,marsh,C2,B1,NA,16,0.2127659574468085,0.1702127659574468,1972.4,1951.25,9,1961.825,6.105479096680319
Eagle_et_al_2021,Martin Peña East,MPE1,single set of methods,34,36,0.2631,0.0325,1,38,1,1,1963,0.21156666666666665,0.11546258928245773,0.4463206104556225,0.327682835209293,7,8,0.3264469688054908,8.644996935310595e-12,30,36,1,2016,3,5,NA,18.42839,-66.03943,5,other moderate resolution,cellphone GPS,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,"Clogged canal, relative flushing at this site is low",core depth limited by length of corer,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,mangrove,C2,B1,NA,38,0.6792452830188679,0.5660377358490566,1971.8333333333333,1952.4,33,1962.1166666666668,5.609920115625815
Eagle_et_al_2021,Martin Peña East,MPE2,single set of methods,33,35,0.5164,0.0404,1,39,1,1,1963,0.21156666666666665,0.11546258928245773,2.640104775301854,0.004144019976400792,5,7,3.231401645416854e-5,0.04801458689980679,29,35,3,2016,3,5,NA,18.42839,-66.03943,5,other moderate resolution,cellphone GPS,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,"Clogged canal, relative flushing at this site is low",core depth limited by length of corer,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,mangrove,C2,B1,NA,39,0.660377358490566,0.5471698113207547,1972.0857142857142,1952.0344827586207,32,1962.0600985221674,5.788291959875465
Eagle_et_al_2021,Martin Peña West,MPW1,single set of methods,23,25,0.2305,0.035,1,39,1,1,1963,0.15345555555555557,0.03944955991868322,1.9529861575960539,0.025410617725343476,3,9,0.10722903825547501,0.5778606184679635,23,25,1,2016,3,5,NA,18.43308,-66.05859,5,other moderate resolution,cellphone GPS,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,"Dredged canal, relative flushing at this site is medium to high",core depth limited by length of corer,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,mangrove,C2,B1,NA,39,0.4716981132075472,0.4339622641509434,1967.24,1958.391304347826,24,1962.815652173913,2.5543984083798654
Eagle_et_al_2021,Piñones,PIN1,single set of methods,3,5,0.9528,0.0612,1,39,1,1,1963,0.789678947368421,0.20948517205268138,0.778675889244119,0.21808533123495188,2,9,0.5396961831022212,0.07952496665213094,1,9,0,2016,3,6,NA,18.44027,-65.95644,5,other moderate resolution,cellphone GPS,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,Relative flushing at this site is low,core depth limited by length of corer,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,mangrove,C2,B1,NA,41,0.16981132075471697,0.018867924528301886,2010.111111111111,1539,5,1774.5555555555557,135.99806340911184
Eagle_et_al_2021,Piñones,PIN2,single set of methods,47,49,1.0083,0.025,1,51,1,1,1963,0.789678947368421,0.20948517205268138,1.0436111085542612,0.14833267565018826,9,10,0.026112590026510903,0.21894440995398223,47,49,1,2016,3,6,NA,18.44027,-65.95644,5,other moderate resolution,cellphone GPS,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,Relative flushing at this site is low,core depth limited by length of corer,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,mangrove,C2,B1,NA,51,0.9245283018867925,0.8867924528301887,1965.1632653061224,1960.7446808510638,48,1962.9539730785932,1.2755354622825994
Eagle_et_al_2021,San José Lagoon,SJ1,single set of methods,33,35,0.9264,0.0969,1,37,1,1,1963,0.4413375,0.20158426765074133,2.4062517658392086,0.008058576570261433,6,6,0.015333646780210975,0.04048465785968795,29,4,3,2016,3,3,NA,18.42991,-66.03431,5,other moderate resolution,cellphone GPS,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,NA,Relative flushing at this site is medium,core depth limited by length of corer,NA,NA,NA,NA,NA,Puerto Rico,Puerto Rico,mangrove,C2,B1,NA,37,0.07547169811320754,0.5471698113207547,1631.75,2008.6896551724137,16.5,1820.219827586207,108.81310569101889
Elsey_Quirk_et_al_2011,Little_Assawoman,Juncus_roemerianus_core,single set of methods,8,10,34,102.00179100226221,1,46,1,1,1963,8.6875,9.213893494789993,2.7472099622502673,0.003005232166299665,2,6,0.12328333015418931,0.4611911652191245,6,12,1,2008,NA,NA,NA,38.510181,-75.065441,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,high,NA,NA,core depth limited by length of corer,1.8,From figure 4.,40,0.89,NA,United States,Delaware,marsh,C2,B2,NA,60,0.26666666666666666,0.13333333333333333,1985.5,1918,9,1951.75,19.48557158514987
Elsey_Quirk_et_al_2011,Little_Assawoman,Spartina_alterniflora_core,single set of methods,12,14,27,81.00142226650235,1,46,1,1,1963,8.6875,9.213893494789993,1.9874877010847614,0.02343418874827874,4,10,0.08218749488860522,0.6188910538154714,10,16,1,2008,NA,NA,NA,38.51016,-75.066547,NA,NA,latitude and longitude were extracted from a relatively high quality map figure,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,low,NA,NA,core depth limited by length of corer,2.3,From figure 4.,46,0.9,NA,United States,Delaware,marsh,C2,B2,NA,60,0.35555555555555557,0.2222222222222222,1979.875,1936,13,1957.9375,12.665621530347416
Ensign_et_al_2020,Choptank River,ChoptankLowerTidal,single set of studies,31.35,32.7,4.907,14.721258483767667,1,40.3,1,1,1963,1.6812678571428572,1.4981512666807524,2.153141818585485,0.015653767274757202,12,16,0.8300663334010425,0.88593425537721,31.35,32.7,1,2012,NA,NA,oligohaline marsh,38.82333,-75.8703,NA,handheld,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,emergent,field observation,NA,high,measurement,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,marsh,C2,B2,NA,40.3,0.6673469387755102,0.639795918367347,1965.0229357798164,1960.88995215311,32.025000000000006,1962.9564439664632,1.1930896047176254
Ensign_et_al_2020,Choptank River,ChoptankMiddleTidal,single set of studies,15.85,17.15,2.925,8.775154078871086,1,27.2,1,1,1963,1.6812678571428572,1.4981512666807524,0.8301779469924347,0.20321909091018808,7,11,0.8709735216826809,0.9689682638829431,15.85,17.15,0,2012,NA,NA,tidal forest,38.89963,-75.8319,NA,handheld,NA,NA,NA,NA,NA,NA,fresh,measurement,NA,forested,field observation,NA,high,measurement,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,NA,C2,B2,NA,32,0.35,0.32346938775510203,1966.7142857142858,1958.981072555205,16.5,1962.8476791347452,2.2323863495480376
Ensign_et_al_2020,Choptank River,ChoptankNontidal,single set of studies,9,10,1.616,4.848085125283992,1,20,1,1,1963,1.6812678571428572,1.4981512666807524,-0.04356559887805062,0.517374663116356,6,12,0.9639650018337041,0.9633038201812444,9,10,0,2012,NA,NA,nontidal riparian floodplain,38.99748,-75.7859,NA,handheld,NA,NA,NA,NA,NA,NA,fresh,measurement,NA,forested,field observation,NA,mid,measurement,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,NA,C2,B2,NA,20,0.20408163265306123,0.1836734693877551,1967.9,1957.5555555555557,9.5,1962.7277777777779,2.9861838923085617
Ensign_et_al_2020,Choptank River,ChoptankUpperTidal,single set of studies,32.35,33.5,9.061,27.18347730210288,1,38.1,1,1,1963,1.6812678571428572,1.4981512666807524,4.925892536344077,4.198807166400087e-7,14,17,0.5934302886633332,0.514184541578122,32.35,33.5,1,2012,NA,NA,head of tide,38.93827,-75.8288,NA,handheld,NA,NA,NA,NA,NA,NA,fresh,measurement,NA,forested,field observation,NA,high,measurement,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,NA,C2,B2,NA,38.1,0.6836734693877551,0.6602040816326531,1964.6820895522387,1961.258114374034,32.925,1962.9701019631364,0.9884164954175483
Ensign_et_al_2020,Pocomoke River,PocomokeLowerTidal,single set of studies,30.1,31.3,2.952,8.85615550113759,1,36.1,1,1,1963,2.2437021276595743,1.5008760183261904,0.47192297277848094,0.3184908849607121,12,15,0.9232495970676508,0.7527457356754627,30.1,31.3,0,2012,NA,NA,oligohaline marsh,38.04877,-75.6499,NA,handheld,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,emergent,field observation,NA,high,measurement,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,marsh,C2,B2,NA,36.1,0.6387755102040816,0.6142857142857143,1964.8785942492013,1961.046511627907,30.700000000000003,1962.9625529385542,1.1062269664805973
Ensign_et_al_2020,Pocomoke River,PocomokeMiddleTidal,single set of studies,16.8,18.2,5.9,17.70031079156903,1,25,1,1,1963,2.2437021276595743,1.5008760183261904,2.436109197359292,0.007423101005417321,8,11,0.9788233136590256,0.7903787544717692,16.8,18.2,1,2012,NA,NA,tidal forest,38.12899,-75.4696,NA,handheld,NA,NA,NA,NA,NA,NA,fresh,measurement,NA,forested,field observation,NA,high,measurement,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,NA,C2,B2,NA,25,0.37142857142857144,0.34285714285714286,1966.7692307692307,1958.9166666666667,17.5,1962.8429487179487,2.2668399992220514
Ensign_et_al_2020,Pocomoke River,PocomokeNontidal,single set of studies,8.05,9.55,1.912,5.736100717538981,1,21,1,1,1963,2.2437021276595743,1.5008760183261904,-0.22100568175477667,0.5874559955183624,4,9,0.8938038645532054,0.9694376589533333,8.05,9.55,0,2012,NA,NA,nontidal riparian floodplain,38.22175,-75.3646,NA,handheld,NA,NA,NA,NA,NA,NA,fresh,measurement,NA,forested,field observation,NA,mid,measurement,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,NA,C2,B2,NA,21,0.19489795918367347,0.1642857142857143,1970.696335078534,1953.8695652173913,8.8,1962.2829501479628,4.857470054461337
Ensign_et_al_2020,Pocomoke River,PocomokeUpperTidal,single set of studies,23.4,25.15,6.333,18.999333600509605,1,31.5,1,1,1963,2.2437021276595743,1.5008760183261904,2.7246073775640043,0.0032188996360602573,8,12,0.8895771296730964,0.9318748951305975,23.4,25.15,1,2012,NA,NA,head of tide,38.20018,-75.3832,NA,handheld,NA,NA,NA,NA,NA,NA,fresh,measurement,NA,forested,field observation,NA,high,measurement,NA,NA,NA,NA,NA,NA,NA,United States,Maryland,NA,C2,B2,NA,31.5,0.5132653061224489,0.4775510204081632,1966.4095427435389,1959.33547008547,24.275,1962.8725064145044,2.042108876701517
Giblin_and_Forbrich_2018,Nelson_Island_Creek,Giblin2018Core_1,single set of methods,22,24,0.282,0.8460148547834688,1,40,1,1,1963,0.0684125,0.08768870339178043,2.435747043102256,0.0074305364534330565,12,20,0.9321981340873025,0.7231367926007302,22,24,1,2014,10,30,NA,42.742579,-70.830535,NA,NA,NA,1.36,"NAVD88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C2,B2,A3,40,0.47058823529411764,0.43137254901960786,1967.25,1958.3636363636363,23,1962.806818181818,2.5652722187857533
Giblin_and_Forbrich_2018,Nelson_Island_Creek,Giblin2018Core_2,single set of methods,20,22,0.374,1.1220197010248842,1,40,1,1,1963,0.0684125,0.08768870339178043,3.4849129725944206,2.4614856495441817e-4,11,20,0.6717468366889991,0.7732938899205697,20,22,1,2014,10,30,NA,42.742317,-70.830782,NA,NA,NA,1.36,"NAVD88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C2,B2,A3,40,0.43137254901960786,0.39215686274509803,1967.6363636363637,1957.9,21,1962.7681818181818,2.810646083191318
Giblin_and_Forbrich_2018,Nelson_Island_Creek,Giblin2018Core_3,single set of methods,20,22,0.332,0.9960174886103251,1,40,1,1,1963,0.0684125,0.08768870339178043,3.005945917826259,0.0013237804120788121,11,20,0.5263644960267534,0.942986601644031,20,22,1,2014,10,30,NA,42.742438,-70.830618,NA,NA,NA,1.38,"NAVD88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C2,B2,A3,40,0.43137254901960786,0.39215686274509803,1967.6363636363637,1957.9,21,1962.7681818181818,2.810646083191318
Giblin_and_Forbrich_2018,Nelson_Island_Creek,Giblin2018Core_4,single set of methods,14,16,0.407,1.2210214393506094,1,40,1,1,1963,0.0684125,0.08768870339178043,3.861244229912262,5.6405533362058335e-5,8,20,0.6074586756976785,0.5786213250774558,14,16,1,2014,10,30,NA,42.742393,-70.83063,NA,NA,NA,1.38,"NAVD88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C2,B2,A3,40,0.3137254901960784,0.27450980392156865,1969.375,1955.7142857142858,15,1962.544642857143,3.9435085350898356
Gonneea_et_al_2018,Eel_Pond,EPA,single set of methods,13,14,1.996475905,0.091039301,1,36,1,1,1963,0.7699063514117647,0.6256731890651123,1.9603997342781923,0.02497454344912209,4,7,1.2165583095016033e-13,0.06055005385828792,13,14,2,2014,8,5,NA,41.55923,-70.54365,NA,handheld,NA,0.14,"NAVD88",NA,RTK,NA,NA,NA,NA,NA,NA,NA,low,measurement,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C1,B1,A1,68,0.27450980392156865,0.2549019607843137,1966.642857142857,1959.076923076923,13.5,1962.85989010989,2.184097034818982
Gonneea_et_al_2018,Eel_Pond,EPB,single set of methods,11,12,1.946255883,0.085051382,1,40,1,1,1963,0.7699063514117647,0.6256731890651123,1.8801341533364242,0.030044898427186495,6,10,4.758490165416846e-31,4.96113366137051e-6,11,12,3,2014,8,5,NA,41.55892,-70.54378,NA,handheld,NA,0.14,"NAVD88",NA,RTK,NA,NA,NA,NA,NA,NA,NA,low,measurement,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C1,B1,A1,94.25,0.23529411764705882,0.21568627450980393,1967.25,1958.3636363636363,11.5,1962.806818181818,2.5652722187857533
Gonneea_et_al_2018,Great_Pond,GPA,single set of methods,8,9,1.155201404,0.075781212,1,34,1,1,1963,0.7664087087142857,0.720701035856812,0.5394645989699385,0.294783158810361,3,6,9.905093570833528e-21,0.040557939394292024,2,9,2,2014,6,16,NA,41.55665,-70.58044,NA,handheld,NA,0.12,"NAVD88",NA,RTK,NA,NA,NA,NA,NA,NA,NA,low,measurement,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C1,B1,A1,92,0.17647058823529413,0.0392156862745098,2002.6666666666667,1784.5,5.5,1893.5833333333335,62.9792918641017
Gonneea_et_al_2018,Great_Pond,GPC,single set of methods,18,19,2.95735131,0.128940517,1,46,1,1,1963,0.7664087087142857,0.720701035856812,3.040015890473908,0.001182828333923358,6,10,8.380011110637071e-17,1.2246324705325717e-14,18,19,3,2014,6,16,NA,41.556,-70.57988,NA,handheld,NA,0.16,"NAVD88",NA,RTK,NA,NA,NA,NA,NA,NA,NA,low,measurement,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C1,B1,A1,50,0.37254901960784315,0.35294117647058826,1965.6842105263158,1960.1666666666667,18.5,1962.9254385964914,1.5927777163169858
Gonneea_et_al_2018,Hamblin_Pond,HBA,single set of methods,9,10,1.598265884,0.070803179,1,48,1,1,1963,0.7941864273888889,0.6267214072704302,1.282993443790489,0.09974718651217895,4,7,5.290689433151621e-14,8.9827335962633e-10,9,10,2,2014,7,1,NA,41.5752,-70.50214,NA,handheld,NA,0.13,"NAVD88",NA,RTK,NA,NA,NA,NA,NA,NA,NA,low,measurement,NA,NA,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C2,B1,A1,154,0.19607843137254902,0.17647058823529413,1968.1,1957.3333333333333,9.5,1962.7166666666667,3.108068949137481
Gonneea_et_al_2018,Hamblin_Pond,HBC,single set of methods,16,17,2.280122219,0.164624824,1,40,1,1,1963,0.7941864273888889,0.6267214072704302,2.370967026773237,0.008870806886279836,5,7,1.6141624743352347e-5,0.4065668298693772,16,17,2,2014,7,1,NA,41.57671,-70.50044,NA,handheld,NA,0.18,"NAVD88",NA,RTK,NA,NA,NA,NA,NA,NA,NA,low,measurement,NA,NA,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C2,B1,A1,66.5,0.3333333333333333,0.3137254901960784,1966,1959.8125,16.5,1962.90625,1.7861773953054048
Gonneea_et_al_2018,Sage_Log_Pond,SLPA,single set of methods,15,16,1.681859918,0.135557909,1,42,1,1,1963,0.6327514051666666,0.6315433504498318,1.661182105846069,0.04833843914609326,6,9,1.1649920800187924e-8,0.1912505016139904,15,16,2,2013,12,4,NA,41.55445,-70.5069,NA,handheld,NA,0.14,"NAVD88",NA,RTK,NA,NA,NA,NA,NA,NA,NA,low,measurement,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C1,B1,A1,90,0.32,0.3,1966.125,1959.6666666666667,15.5,1962.8958333333335,1.8643602442581446
Gonneea_et_al_2018,Sage_Log_Pond,SLPB,single set of methods,5,6,2.828435968,0.171968907,1,20,1,1,1963,0.6327514051666666,0.6315433504498318,3.4766965106503056,2.538160363416697e-4,4,13,2.566199421577418e-18,0.0010772951054615642,5,6,3,2014,1,17,NA,41.55451,-70.50599,NA,handheld,NA,0.24,"NAVD88",NA,RTK,NA,NA,NA,NA,NA,NA,NA,high,measurement,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C1,B1,A1,20,0.11764705882352941,0.09803921568627451,1971.5,1952.8,5.5,1962.15,5.398225016923014
Gonneea_et_al_2018,Sage_Log_Pond,SLPC,single set of methods,15,16,1.010589577,0.164018688,1,44,1,1,1963,0.6327514051666666,0.6315433504498318,0.5982774920584772,0.27482739619959484,6,8,0.1470187817978746,2.3092607695921087e-4,15,22,1,2014,6,4,NA,41.55449,-70.50714,NA,handheld,NA,0.14,"NAVD88",NA,RTK,NA,NA,NA,NA,NA,NA,NA,low,measurement,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,United States,Massachusetts,marsh,C1,B1,A1,92,0.43137254901960786,0.29411764705882354,1979.2272727272727,1939.2,18.5,1959.2136363636364,11.55487834200873
Kemp_et_al_2020,Barnegat_Bay,BB1B,single set of methods,10,12,7.6,0.34,1,36,1,1,1963,1.4892307692307691,2.174057119528914,2.810767562580575,0.0024711738139440165,6,13,3.3994405245610716e-16,3.1609095219562725e-24,10,12,3,2009,NA,NA,NA,40.02988,-74.07995,NA,other high resolution,NA,0.1,"NAVD88",NA,other high resolution,NA,saline,NA,NA,emergent,NA,NA,NA,NA,NA,not specified,NA,NA,NA,NA,NA,United States,New Jersey,marsh,C2,B2,A2,94,0.2608695652173913,0.21739130434782608,1970.6666666666667,1953.8,11,1962.2333333333333,4.868987270165879
