study_id,bibliography_id,publication_type,key,bibtype,doi,url,year,month,publisher,volume,number,author,title,journal,school,pages,keywords,copyright,editor,booktitle,institution,language,citation
Radabaugh_et_al_2018,Radabaugh_et_al_2018,Article,Radabaugh_et_al_2018_1,Article,10.1007/s12237-017-0362-7,https://doi.org/10.1007/s12237-017-0362-7,2018,dec,Springer Nature,41,5,Kara R. Radabaugh and Ryan P. Moyer and Amanda R. Chappel and Christina E. Powell and Ioana Bociu and Barbara C. Clark and Joseph M. Smoak,"Coastal Blue Carbon Assessment of Mangroves, Salt Marshes, and Salt Barrens in Tampa Bay, Florida, {USA}",Estuaries and Coasts,NA,1496--1510,NA,NA,NA,NA,NA,NA,[@Radabaugh_et_al_2018_1]
Elsey_Quirk_et_al_2011,Elsey_Quirk_et_al_2011,Article,Elsey_Quirk_et_al_2011_1,Article,10.1007/s13157-010-0139-2,https://doi.org/10.1007/s13157-010-0139-2,2011,feb,Springer Nature,31,1,Tracy Elsey-Quirk and Denise M. Seliskar and Christopher K. Sommerfield and John L. Gallagher,"Salt Marsh Carbon Pool Distribution in a Mid-Atlantic Lagoon, {USA}: Sea Level Rise Implications",Wetlands,NA,87--99,NA,NA,NA,NA,NA,NA,[@Elsey_Quirk_et_al_2011_1]
Kulawardhana_et_al_2015,Kulawardhana_et_al_2015,Article,Kulawardhana_et_al_2015_1,Article,10.1016/j.ecss.2014.12.032,https://doi.org/10.1016/j.ecss.2014.12.032,2015,mar,Elsevier {BV},154,NA,Ranjani W. Kulawardhana and Rusty A. Feagin and Sorin C. Popescu and Thomas W. Boutton and Kevin M. Yeager and Thomas S. Bianchi,"The role of elevation, relative sea-level history and vegetation transition in determining carbon distribution in Spartina {alterniflora} dominated salt marshes","Estuarine, Coastal and Shelf Science",NA,48--57,NA,NA,NA,NA,NA,NA,[@Kulawardhana_et_al_2015_1]
Hill_and_Anisfeld_2015,Hill_and_Anisfeld_2015,Article,Hill_and_Anisfeld_2015_1,Article,10.1016/j.ecss.2015.06.004,https://doi.org/10.1016/j.ecss.2015.06.004,2015,sep,Elsevier {BV},163,NA,Troy D. Hill and Shimon C. Anisfeld,Coastal wetland response to sea level rise in Connecticut and New York,"Estuarine, Coastal and Shelf Science",NA,185--193,NA,NA,NA,NA,NA,NA,[@Hill_and_Anisfeld_2015_1]
Breithaupt_et_al_2017,Breithaupt_et_al_2017,Article,Breithaupt_et_al_2017_1,Article,10.1016/j.margeo.2017.07.002,https://doi.org/10.1016/j.margeo.2017.07.002,2017,aug,Elsevier {BV},390,NA,Joshua L. Breithaupt and Joseph M. Smoak and Victor H. Rivera-Monroy and Edward Casta{\~n}eda-Moya and Ryan P. Moyer and Marc Simard and Christian J. Sanders,Partitioning the relative contributions of organic matter and mineral sediment to accretion rates in carbonate platform mangrove soils,Marine Geology,NA,170--180,NA,NA,NA,NA,NA,NA,[@Breithaupt_et_al_2017_1]
Orson_1990,Orson_1990,Article,Orson_1990_1,Article,10.1306/d4267631-2b26-11d7-8648000102c1865d,https://doi.org/10.1306/d4267631-2b26-11d7-8648000102c1865d,1990,NA,Society for Sedimentary Geology,NA,NA,Robert L. Sim {Richard A. Orson (2)},Rates of Sediment Accumulation in a Tidal Freshwater Marsh,{SEPM} Journal of Sedimentary Research,NA,NA,NA,NA,NA,NA,NA,NA,[@Orson_1990_1]
Windham_Meyers_et_al_2010,Windham_Meyers_et_al_2010,Misc,Windham_Meyers_et_al_2010_1,Misc,10.3133/ofr20101299,https://doi.org/10.3133/ofr20101299,2010,NA,{US} Geological Survey,NA,NA,Lisamarie Windham-Myers and Mark C. Marvin-DiPasquale and Jennifer L. Agee and Le H. Kieu and Evangelos Kakouros and Li H. Erikson and Kristen Ward,"Biogeochemical processes in an urban, restored wetland of San Francisco Bay, California, 2007-2009; methods and data for plant, sediment and water parameters",NA,NA,NA,NA,NA,NA,NA,NA,NA,[@Windham_Meyers_et_al_2010_1]
Piazza_et_al_2011,Piazza_et_al_2011,Misc,Piazza_et_al_2011_1,Misc,10.3133/ofr20111094,https://doi.org/10.3133/ofr20111094,2011,NA,{US} Geological Survey,NA,NA,Sarai C. Piazza and Gregory D. Steyer and Kari F. Cretini and Charles E. Sasser and Jenneke M. Visser and Guerry O. Holm and Leigh A. Sharp and D. Elaine Evers and John R. Meriwether,Geomorphic and ecological effects of Hurricanes Katrina and Rita on coastal Louisiana marsh communities,NA,NA,i--126,NA,NA,NA,NA,NA,NA,[@Piazza_et_al_2011_1]
Nyman_et_al_1993,Nyman_et_al_1993,Article,Nyman_et_al_1993_1,Article,10.3354/meps096269,https://doi.org/10.3354/meps096269,1993,NA,NA,96,NA,JA Nyman and RD DeLaune and HH Roberts and WH Patrick,Relationship between vegetation and soil formation in a rapidly submerging coastal marsh,Marine Ecology Progress Series,NA,269--279,NA,NA,NA,NA,NA,NA,[@Nyman_et_al_1993_1]
Merrill_1999,Merrill_1999,PhdThesis,Merrill_1999_1,PhdThesis,NA,https://elibrary.ru/item.asp?id=5305392,1999,NA,NA,NA,NA,J Z Merrill,Tidal Freshwater Marshes as Nutrient Sinks: Particulate Nutrient Burial and Denitrification,NA,"University of Maryland, College Park",NA,NA,NA,NA,NA,NA,NA,[@Merrill_1999_1]
Nuttle_1996,Nuttle_1996,Misc,Nuttle_1996_1,Misc,10.6073/pasta/2c67d3744ef1e10138ca010066c0cfb5,https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-vcr.14.17,2018,NA,Environmental Data Initiative,NA,NA,William Nuttle,Marsh sediment dynamics and organic matter survey VCR/LTER 1987-1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,[@Nuttle_1996_1]
Gonneea_et_al_2018,Gonneea_et_al_2018,data release,Gonneea_et_al_2018_1,Misc,10.5066/f7h41qpp,https://www.sciencebase.gov/catalog/item/5a748e35e4b00f54eb19f96c,2018,NA,U.S. Geological Survey,NA,NA,Meagan Gonneea and Kevin Kroeger and Jennifer O'Keefe-Suttles,"Collection, analysis, and age-dating of sediment cores from salt marshes on the south shore of Cape Cod, Massachusetts, from 2013 through 2014",NA,NA,NA,"Environmental Health,Geochemistry,Soil Sciences,Water Quality,Water Resources",NA,NA,NA,NA,NA,[@Gonneea_et_al_2018_1]
Giblin_and_Forbrich_2018,Giblin_and_Forbrich_2018,data release,Giblin_and_Forbrich_2018_1,Misc,10.6073/pasta/d1d5cbf87602ccf51de30b87b8e46d01,https://portal.lternet.edu/nis/mapbrowse?packageid=knb-lter-pie.427.1,2018,NA,Environmental Data Initiative,NA,NA,Anne Giblin and Inke Forbrich and {Plum Island Ecosystems LTER},"PIE {LTER} high marsh sediment chemistry and activity measurements, Nelson Island Creek marsh, Rowley, {MA}",NA,NA,NA,NA,NA,NA,NA,NA,eng,[@Giblin_and_Forbrich_2018_1]
Gerlach_et_al_2017,Gerlach_et_al_2017,Article,Gerlach_et_al_2017_1,Article,10.1016/j.margeo.2017.07.001,https://doi.org/10.1016/j.margeo.2017.07.001,2017,aug,Elsevier {BV},390,NA,Matthew J. Gerlach and Simon E. Engelhart and Andrew C. Kemp and Ryan P. Moyer and Joseph M. Smoak and Christopher E. Bernhardt and Niamh Cahill,Reconstructing Common Era relative sea-level change on the Gulf Coast of Florida,Marine Geology,NA,254--269,NA,NA,NA,NA,NA,NA,[@Gerlach_et_al_2017_1]
Hebert_et_al_2007,Fourqurean_et_al_2012,synthesis,Fourqurean_et_al_2012_1,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and N{\'u}ria Marb{\`a} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA,[@Fourqurean_et_al_2012_1]
Yarbro_and_Carlson_2008,Fourqurean_et_al_2012,synthesis,Fourqurean_et_al_2012_1,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and N{\'u}ria Marb{\`a} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA,[@Fourqurean_et_al_2012_1]
Kairis_and_Rybczyk_2010,Fourqurean_et_al_2012,synthesis,Fourqurean_et_al_2012_1,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and N{\'u}ria Marb{\`a} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA,[@Fourqurean_et_al_2012_1]
Cotner_et_al_2004,Fourqurean_et_al_2012,synthesis,Fourqurean_et_al_2012_1,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and N{\'u}ria Marb{\`a} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA,[@Fourqurean_et_al_2012_1]
Lewis_et_al_2007,Fourqurean_et_al_2012,synthesis,Fourqurean_et_al_2012_1,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and N{\'u}ria Marb{\`a} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA,[@Fourqurean_et_al_2012_1]
Fourqurean_et_al_2010,Fourqurean_et_al_2012,synthesis,Fourqurean_et_al_2012_1,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and N{\'u}ria Marb{\`a} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA,[@Fourqurean_et_al_2012_1]
Fourqurean_unpublished,Fourqurean_et_al_2012,synthesis,Fourqurean_et_al_2012_1,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and N{\'u}ria Marb{\`a} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA,[@Fourqurean_et_al_2012_1]
Burns_and_Swart_1992,Fourqurean_et_al_2012,synthesis,Fourqurean_et_al_2012_1,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and N{\'u}ria Marb{\`a} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA,[@Fourqurean_et_al_2012_1]
Rosenfeld_1979,Fourqurean_et_al_2012,synthesis,Fourqurean_et_al_2012_1,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and N{\'u}ria Marb{\`a} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA,[@Fourqurean_et_al_2012_1]
Grady_1981,Fourqurean_et_al_2012,synthesis,Fourqurean_et_al_2012_1,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and N{\'u}ria Marb{\`a} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA,[@Fourqurean_et_al_2012_1]
Buzzelli_1998,Fourqurean_et_al_2012,synthesis,Fourqurean_et_al_2012_1,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and N{\'u}ria Marb{\`a} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA,[@Fourqurean_et_al_2012_1]
Spivak_et_al_2009,Fourqurean_et_al_2012,synthesis,Fourqurean_et_al_2012_1,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and N{\'u}ria Marb{\`a} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA,[@Fourqurean_et_al_2012_1]
McGlathery_et_al_2012,Fourqurean_et_al_2012,synthesis,Fourqurean_et_al_2012_1,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and N{\'u}ria Marb{\`a} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA,[@Fourqurean_et_al_2012_1]
Townsend_and_Fonseca_1998,Fourqurean_et_al_2012,synthesis,Fourqurean_et_al_2012_1,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and N{\'u}ria Marb{\`a} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA,[@Fourqurean_et_al_2012_1]
Larned_2003,Fourqurean_et_al_2012,synthesis,Fourqurean_et_al_2012_1,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and N{\'u}ria Marb{\`a} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA,[@Fourqurean_et_al_2012_1]
Orem_et_al_1999,Fourqurean_et_al_2012,synthesis,Fourqurean_et_al_2012_1,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and N{\'u}ria Marb{\`a} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA,[@Fourqurean_et_al_2012_1]
Pulich_1985,Fourqurean_et_al_2012,synthesis,Fourqurean_et_al_2012_1,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and N{\'u}ria Marb{\`a} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA,505--509,NA,NA,NA,NA,NA,NA,[@Fourqurean_et_al_2012_1]
Hebert_et_al_2007,Hebert_et_al_2007,Article,Hebert_et_al_2007_1,Article,10.1007/s10498-006-9007-3,https://doi.org/10.1007/s10498-006-9007-3,2007,nov,Springer Nature,13,1,Andrew B. Hebert and John W. Morse and Peter M. Eldridge,Small-scale heterogeneity in the geochemistry of seagrass vegetated and non-vegetated estuarine sediments: causes and consequences,Aquatic Geochemistry,NA,19--39,NA,NA,NA,NA,NA,NA,[@Hebert_et_al_2007_1]
Yarbro_and_Carlson_2008,Yarbro_and_Carlson_2008,Article,Yarbro_and_Carlson_2008_1,Article,10.1007/s12237-008-9071-6,https://doi.org/10.1007/s12237-008-9071-6,2008,aug,Springer Nature,31,5,Laura A. Yarbro and Paul R. {Carlson Jr},"Community Oxygen and Nutrient Fluxes in Seagrass Beds of Florida Bay, {USA}",Estuaries and Coasts,NA,877--897,NA,NA,NA,NA,NA,NA,[@Yarbro_and_Carlson_2008_1]
Kairis_and_Rybczyk_2010,Kairis_and_Rybczyk_2010,Article,Kairis_and_Rybczyk_2010_1,Article,10.1016/j.ecolmodel.2009.01.025,https://doi.org/10.1016/j.ecolmodel.2009.01.025,2010,apr,Elsevier {BV},221,7,Peter A. Kairis and John M. Rybczyk,"Sea level rise and eelgrass ({Zostera marina}) production: A spatially explicit relative elevation model for Padilla Bay, {WA}",Ecological Modelling,NA,1005--1016,NA,NA,NA,NA,NA,NA,[@Kairis_and_Rybczyk_2010_1]
Cotner_et_al_2004,Cotner_et_al_2004,Article,Cotner_et_al_2004_1,Article,10.1016/j.ecss.2003.11.008,https://doi.org/10.1016/j.ecss.2003.11.008,2004,apr,Elsevier {BV},59,4,James B Cotner and Michael W Suplee and Nai Wei Chen and David E Shormann,"Nutrient, sulfur and carbon dynamics in a hypersaline lagoon","Estuarine, Coastal and Shelf Science",NA,639--652,NA,NA,NA,NA,NA,NA,[@Cotner_et_al_2004_1]
Lewis_et_al_2007,Lewis_et_al_2007,Article,Lewis_et_al_2007_1,Article,10.1016/j.envpol.2006.04.041,https://doi.org/10.1016/j.envpol.2006.04.041,2007,mar,Elsevier {BV},146,1,Michael A. Lewis and Darrin D. Dantin and Cynthia A. Chancy and Kathryn C. Abel and Christopher G. Lewis,Florida seagrass habitat evaluation: A comparative survey for chemical quality,Environmental Pollution,NA,206--218,NA,NA,NA,NA,NA,NA,[@Lewis_et_al_2007_1]
Fourqurean_et_al_2010,Fourqurean_et_al_2010,Article,Fourqurean_et_al_2010_1,Article,10.1016/j.marpolbul.2010.03.003,https://doi.org/10.1016/j.marpolbul.2010.03.003,2010,jul,Elsevier {BV},60,7,James W. Fourqurean and Meredith F. Muth and Joseph N. Boyer,Epiphyte loads on seagrasses and microphytobenthos abundance are not reliable indicators of nutrient availability in oligotrophic coastal ecosystems,Marine Pollution Bulletin,NA,971--983,NA,NA,NA,NA,NA,NA,[@Fourqurean_et_al_2010_1]
Burns_and_Swart_1992,Burns_and_Swart_1992,Article,Burns_and_Swart_1992_1,Article,10.1111/j.1365-3091.1992.tb01039.x,https://doi.org/10.1111/j.1365-3091.1992.tb01039.x,1992,apr,Wiley,39,2,STEPHEN J. BURNS and PETER K. SWART,Diagenetic processes in Holocene carbonate sediments: Florida Bay mudbanks and islands,Sedimentology,NA,285--304,NA,NA,NA,NA,NA,NA,[@Burns_and_Swart_1992_1]
Rosenfeld_1979,Rosenfeld_1979,Article,Rosenfeld_1979_1,Article,10.1306/212f7897-2b24-11d7-8648000102c1865d,https://doi.org/10.1306/212f7897-2b24-11d7-8648000102c1865d,1979,NA,Society for Sedimentary Geology,NA,NA,Jeffrey K. Rosenfeld (2),Interstitial Water and Sediment Chemistry of Two Cores from Florida Bay,{SEPM} Journal of Sedimentary Research,NA,NA,NA,NA,NA,NA,NA,NA,[@Rosenfeld_1979_1]
Grady_1981,Grady_1981,Article,Grady_1981_1,Article,10.2307/1352158,https://doi.org/10.2307/1352158,1981,dec,Springer Nature,4,NA,John R. Grady,"Properties of Sea Grass and Sand Flat Sediments from the Intertidal Zone of St. Andrew Bay, Florida",Estuaries,NA,335,NA,NA,NA,NA,NA,NA,[@Grady_1981_1]
Buzzelli_1998,Buzzelli_1998,Article,Buzzelli_1998_1,Article,10.2307/1353271,https://doi.org/10.2307/1353271,1998,dec,Springer Nature,21,4,Christopher P. Buzzelli,Dynamic Simulation of Littoral Zone Habitats in Lower Chesapeake Bay. I. Ecosystem Characterization Related to Model Development,Estuaries,NA,659--672,NA,NA,NA,NA,NA,NA,[@Buzzelli_1998_1]
Spivak_et_al_2009,Spivak_et_al_2009,Article,Spivak_et_al_2009_1,Article,10.3354/meps07813,https://doi.org/10.3354/meps07813,2009,feb,Inter-Research Science Publisher,376,NA,AC Spivak and EA Canuel and JE Duffy and JG Douglass and JP Richardson,Epifaunal community composition and nutrient addition alter sediment organic matter composition in a natural eelgrass Zostera {marina} bed: a field experiment,Marine Ecology Progress Series,NA,55--67,NA,NA,NA,NA,NA,NA,[@Spivak_et_al_2009_1]
McGlathery_et_al_2012,McGlathery_et_al_2012,Article,McGlathery_et_al_2012_1,Article,10.3354/meps09574,https://doi.org/10.3354/meps09574,2012,feb,Inter-Research Science Publisher,448,NA,KJ McGlathery and LK Reynolds and LW Cole and RJ Orth and SR Marion and A Schwarzschild,Recovery trajectories during state change from bare sediment to eelgrass dominance,Marine Ecology Progress Series,NA,209--221,NA,NA,NA,NA,NA,NA,[@McGlathery_et_al_2012_1]
Townsend_and_Fonseca_1998,Townsend_and_Fonseca_1998,Article,Townsend_and_Fonseca_1998_1,Article,10.3354/meps169123,https://doi.org/10.3354/meps169123,1998,NA,Inter-Research Science Publisher,169,NA,EC Townsend and MS Fonseca,Bioturbation as a potential mechanism influencing spatial heterogeneity of North Carolina seagrass beds,Marine Ecology Progress Series,NA,123--132,NA,NA,NA,NA,NA,NA,[@Townsend_and_Fonseca_1998_1]
Larned_2003,Larned_2003,Article,Larned_2003_1,Article,10.3354/meps254069,https://doi.org/10.3354/meps254069,2003,NA,Inter-Research Science Publisher,254,NA,ST Larned,"Effects of the invasive, nonindigenous seagrass Zostera {japonica} on nutrient fluxes between the water column and benthos in a {NE} Pacific estuary",Marine Ecology Progress Series,NA,69--80,NA,NA,NA,NA,NA,NA,[@Larned_2003_1]
Orem_et_al_1999,Orem_et_al_1999,Article,Orem_et_al_1999_1,Article,NA,https://www.jstor.org/stable/4299024,1999,NA,NA,15,NA,"Orem, W. H., Holmes, C. W., Kendall, C., Lerch, H. E., Bates, A. L., Silva, S. R., Boylan, A., Corum, M., Marot, M., and Hedgeman, C.",Geochemistry of Florida Bay sediments: nutrient history at five sites in eastern and central Florida Bay,Journal of Coastal Research,NA,NA,NA,NA,NA,NA,NA,NA,[@Orem_et_al_1999_1]
Pulich_1985,Pulich_1985,Article,Pulich_1985_1,Article,NA,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C9&q=Pulich%2C+W.+M.%2C+Jr.+%281987%29.+Subtropical+seagrasses+and+trace+metals+cycling.+In+%27Proceedings+of+a+symposium+on+subtropical-tropical+seagrasses+of+the+southeastern+United+States.++Florida+Marine+Research+Publication+No.+42%27.+%28Eds+M.+J.+Durako%2C+R.+C.+Phillips+and+R.+R.+Lewis%2C+III.%29+pp.+39-52.+%28Florida+Department+of+Natural+Resources%2C+Bureau+of+Marine+Research%3A+St.+Petersburgh.%29&btnG=,1987,NA,NA,42,NA,"Pulich, W. M., Jr.",Subtropical seagrasses and trace metals cycling,Florida Marine Research Publication,NA,NA,NA,NA,NA,NA,NA,NA,[@Pulich_1985_1]
Ensign_et_al_2020,Ensign_et_al_2020,Article,Ensign_et_al_2020_1,Article,10.1002/2015gl066830,https://doi.org/10.1002/2015gl066830,2015,dec,American Geophysical Union ({AGU}),42,24,Scott H. Ensign and Gregory B. Noe and Cliff R. Hupp and Katherine J. Skalak,Head-of-tide bottleneck of particulate material transport from watersheds to estuaries,Geophysical Research Letters,NA,"10,671--10,679",NA,NA,NA,NA,NA,NA,[@Ensign_et_al_2020_1]
Drexler_et_al_2019,Drexler_et_al_2019,Article,Drexler_et_al_2019_1,Article,10.1111/rec.12941,https://doi.org/10.1111/rec.12941,2019,sep,Wiley,NA,NA,Judith Z. Drexler and Isa Woo and Christopher C. Fuller and Glynnis Nakai,"Carbon accumulation and vertical accretion in a restored versus historic salt marsh in southern Puget Sound, Washington, United States",Restoration Ecology,NA,NA,NA,NA,NA,NA,NA,NA,[@Drexler_et_al_2019_1]
Drexler_et_al_2013,Drexler_et_al_2013,Article,Drexler_et_al_2013_1,Article,10.1007/s13157-013-0456-3,https://doi.org/10.1007/s13157-013-0456-3,2013,jul,Springer Nature,33,5,Judith Z. Drexler and Ken W. Krauss and M. Craig Sasser and Christopher C. Fuller and Christopher M. Swarzenski and Amber Powell and Kathleen M. Swanson and James Orlando,"A Long-Term Comparison of Carbon Sequestration Rates in Impounded and Naturally Tidal Freshwater Marshes Along the Lower Waccamaw River, South Carolina",Wetlands,NA,965--974,NA,NA,NA,NA,NA,NA,[@Drexler_et_al_2013_1]
Drexler_et_al_2009,Drexler_et_al_2009,Article,Drexler_et_al_2009_1,Article,10.1007/s12237-009-9202-8,https://doi.org/10.1007/s12237-009-9202-8,2009,jul,Springer Nature,32,5,Judith Z. Drexler and Christian S. {de Fontaine} and Thomas A. Brown,"Peat Accretion Histories During the Past 6,000~Years in Marshes of the Sacramento--San Joaquin Delta, {CA}, {USA}",Estuaries and Coasts,NA,871--892,NA,NA,NA,NA,NA,NA,[@Drexler_et_al_2009_1]
Doughty_et_al_2016,Doughty_et_al_2016,Misc,Doughty_et_al_2016_1,Misc,10.25573/data.9695918.v1,https://smithsonian.figshare.com/articles/Mangroves_marching_northward_the_impacts_of_rising_seas_and_temperatures_on_ecosystems_at_Kennedy_Space_Center/9695918/1,2019,NA,The Smithsonian Institution,NA,NA,Cheryl Doughty and {J. Adam Langley} and Wayne Walker and Ilka C. Feller and Ronald Schaub and Samantha Chapman,Mangroves marching northward: the impacts of rising seas and temperatures on ecosystems at Kennedy Space Center,NA,NA,NA,"Soil Science, 50301 Carbon Sequestration Science",NA,NA,NA,NA,NA,[@Doughty_et_al_2016_1]
