study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,habitat,habitat_assignment_method,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth,country,state
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_80,2014,10,8,water/tall SPPA mix - 1st dom,30.28076223,-89.94558287,NA,NA,NA,-0.302,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_81,2014,10,8,water/tall SPPA mix - mixed,30.28075376,-89.94557346,NA,NA,NA,-0.3,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_82,2014,10,8,water/tall SPPA mix - mixed,30.28074317,-89.94556332,NA,NA,NA,-0.119,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_83,2014,10,8,water/tall SPPA mix - 2nd dom,30.28072896,-89.94554699,NA,NA,NA,0.099,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_84,2014,10,8,tall SPPA mix/woods - 1st dom,30.28071308,-89.94552929,NA,NA,NA,0.1,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_85,2014,10,8,tall SPPA mix/woods - mixed,30.28069343,-89.94551181,NA,NA,NA,0.107,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_86,2014,10,8,tall SPPA mix/woods - 2nd dom,30.28065589,-89.94549656,NA,NA,NA,0.314,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_87,2014,10,8,water/SPAL - 1st dom,30.26396082,-89.94946436,NA,NA,NA,-0.307,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_88,2014,10,8,water/SPAL - mixed,30.26397081,-89.94945428,NA,NA,NA,-0.222,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_89,2014,10,8,water/SPAL - 2nd dom,30.26398047,-89.94944498,NA,NA,NA,-0.14,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_90,2014,10,8,SPAL/SPPA mix - 1st dom,30.2639942,-89.9494274,NA,NA,NA,-0.008,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_91,2014,10,8,SPAL/SPPA mix - mixed,30.26400212,-89.94941234,NA,NA,NA,0.104,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_92,2014,10,8,SPAL/SPPA mix - 2nd dom,30.26401191,-89.94939748,NA,NA,NA,0.206,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_93,2014,10,8,SPPA mix/SPCY - 1st dom,30.26401995,-89.94938631,NA,NA,NA,0.26,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_94,2014,10,8,SPPA mix/SPCY - mixed,30.26403168,-89.94937388,NA,NA,NA,0.276,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_95,2014,10,8,SPPA mix/SPCY - 2nd dom,30.26404809,-89.94934992,NA,NA,NA,0.238,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_96,2014,10,8,SPCY/SCAM mix - 1st dom,30.26406757,-89.94932691,NA,NA,NA,0.223,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_97,2014,10,8,SPCY/SCAM mix - mixed,30.26408227,-89.9493084,NA,NA,NA,0.207,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_98,2014,10,8,SPCY/SCAM mix -2nd dom,30.26410923,-89.94927439,NA,NA,NA,0.228,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_99,2014,10,8,20 m,30.26423239,-89.94911924,NA,NA,NA,0.172,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_100,2014,10,8,20 m,30.26435709,-89.94896945,NA,NA,NA,0.132,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Louisiana
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_1,2014,12,2,water/RHMA - 1st dom,25.94576268,-81.52576568,NA,NA,NA,-0.7428,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_2,2014,12,2,water/RHMA - mixed,25.94577164,-81.52578569,NA,NA,NA,-0.633,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_3,2014,12,2,water/RHMA - 2nd dom,25.94578056,-81.52581569,NA,NA,NA,-0.6685,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_4,2014,12,2,RHMA/LARA - 1st dom,25.94578941,-81.52586567,NA,NA,NA,-0.2849,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_5,2014,12,2,RHMA/LARA - mixed,25.94580736,-81.52589571,NA,NA,NA,-0.0524,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_6,2014,12,2,RHMA/LARA - 2nd dom,25.94580718,-81.52594565,NA,NA,NA,-0.2035,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_7,2014,12,2,LARA/grass - 1st dom,25.94583416,-81.52597573,NA,NA,NA,-0.2737,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_8,2014,12,2,LARA/grass - mixed,25.94584293,-81.52604568,NA,NA,NA,-0.1739,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_9,2014,12,2,LARA/grass - mixed,25.94586077,-81.52610568,NA,NA,NA,-0.2546,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_10,2014,12,2,LARA/grass - 2nd dom,25.94586966,-81.52614567,NA,NA,NA,-0.2155,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_11,2014,12,2,20 m,25.94591433,-81.52627571,NA,NA,NA,-0.2089,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_12,2014,12,2,20 m,25.94594994,-81.52641569,NA,NA,NA,-0.1742,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_13,2014,12,3,water/mangrove - 1st dom,25.86071108,-81.54546905,NA,NA,NA,-0.4499,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_14,2014,12,3,water/mangrove - mixed,25.86071111,-81.54545907,NA,NA,NA,-0.3866,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_15,2014,12,3,water/mangrove - 2nd dom,25.86071119,-81.54543911,NA,NA,NA,0.1681,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_16,2014,12,3,mangrove/sandflat - 1st dom,25.86071134,-81.54539919,NA,NA,NA,0.186,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_17,2014,12,3,mangrove/sandflat - mixed,25.86071145,-81.54536925,NA,NA,NA,0.1338,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_18,2014,12,3,mangrove/sandflat - 2nd dom,25.86071153,-81.54534929,NA,NA,NA,0.1959,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_19,2014,12,3,sandflat/SEPO mix - 1st dom,25.86071164,-81.54531935,NA,NA,NA,0.2372,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_20,2014,12,3,sandflat/SEPO mix - mixed,25.86071171,-81.54529939,NA,NA,NA,0.5403,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_21,2014,12,3,sandflat/SEPO mix - 2nd dom,25.86072078,-81.54528945,NA,NA,NA,0.7063,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_22,2014,12,3,15 cm,25.86072082,-81.54527947,NA,NA,NA,0.8918,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_23,2014,12,3,SEPO/mangrove - 1st dom,25.86072089,-81.54525951,NA,NA,NA,0.8767,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_24,2014,12,3,SEPO/mangrove - mixed,25.86072101,-81.54522957,NA,NA,NA,0.7295,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marsh,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_25,2014,12,3,15 cm,25.86072123,-81.54516969,NA,NA,NA,0.5496,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_26,2014,12,3,SEPO/mangrove - mixed,25.86072138,-81.54512977,NA,NA,NA,0.2242,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_27,2014,12,3,SEPO/mangrove - 2nd dom,25.86073071,-81.54504997,NA,NA,NA,0.1229,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_28,2014,12,3,20 m,25.86072224,-81.54490023,NA,NA,NA,0.1161,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_29,2014,12,3,20 m,25.86072292,-81.54472058,NA,NA,NA,0.194,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_30,2014,12,4,water/mangrove - 1st dom,25.85667762,-81.53987178,NA,NA,NA,-0.5334,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_31,2014,12,4,water/mangrove - mixed,25.85667755,-81.53989174,NA,NA,NA,-0.3814,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_32,2014,12,4,water/mangrove - 2nd dom,25.85668643,-81.5399317,NA,NA,NA,-0.2403,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_33,2014,12,4,mangrove/ridge - 1st dom,25.85668632,-81.53996164,NA,NA,NA,-0.027,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_34,2014,12,4,mangrove/ridge - mixed,25.85669527,-81.53998164,NA,NA,NA,0.2599,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_35,2014,12,4,mangrove/ridge - 2nd dom,25.85670423,-81.54000164,NA,NA,NA,0.5331,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_36,2014,12,4,ridge/RHMA - 1st dom,25.85670411,-81.54003158,NA,NA,NA,0.5706,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_37,2014,12,4,ridge/RHMA - mixed,25.85671307,-81.54005158,NA,NA,NA,0.2587,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_38,2014,12,4,ridge/RHMA - 2nd dom,25.85672195,-81.54009154,NA,NA,NA,0.1823,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_39,2014,12,4,20 m,25.85676632,-81.54030132,NA,NA,NA,0.1854,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_40,2014,12,4,RHMA/mangrove - 1st dom,25.8567752,-81.54034128,NA,NA,NA,0.2052,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_41,2014,12,4,RHMA/mangrove - mixed,25.85678408,-81.54038124,NA,NA,NA,0.246,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_42,2014,12,4,RHMA/mangrove - 2nd dom,25.85679296,-81.5404212,NA,NA,NA,0.238,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_43,2014,12,4,20 m,25.85684636,-81.54063102,NA,NA,NA,0.2669,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_44,2014,12,4,20 m,25.85689968,-81.5408608,NA,NA,NA,0.2227,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_45,2014,12,4,water/RHMA - 1st dom,25.90080244,-81.52611535,NA,NA,NA,-0.798,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_46,2014,12,4,water/RHMA - mixed,25.90081161,-81.52607546,NA,NA,NA,-0.3643,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_47,2014,12,4,water/RHMA - 2nd dom,25.90083,-81.52598569,NA,NA,NA,-0.1827,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_48,2014,12,4,15 cm,25.90086658,-81.52585606,NA,NA,NA,-0.0731,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_49,2014,12,4,RHMA/mangrove - 1st dom,25.90090314,-81.52573642,NA,NA,NA,0.0498,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_50,2014,12,4,RHMA/mangrove - mixed,25.9009126,-81.52561666,NA,NA,NA,0.0945,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_51,2014,12,4,RHMA/mangrove - 2nd dom,25.90092185,-81.5255568,NA,NA,NA,0.1155,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_52,2014,12,4,20 m,25.90095862,-81.52537726,NA,NA,NA,0.1452,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_53,2014,12,4,20 m,25.90099546,-81.52517775,NA,NA,NA,0.1406,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_54,2014,12,4,water/RHMA - 1st dom,25.91215641,-81.53008965,NA,NA,NA,0.1476,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_55,2014,12,4,water/RHMA - mixed,25.91216551,-81.53006973,NA,NA,NA,0.2172,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_56,2014,12,4,water/RHMA - 2nd dom,25.91219267,-81.530049880000007,NA,NA,NA,0.2801,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_57,2014,12,4,RHMA/mangrove - 1st dom,25.91221983,-81.53003003,NA,NA,NA,0.2886,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_58,2014,12,4,RHMA/mangrove - mixed,25.912238,-81.53000016,NA,NA,NA,0.3135,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_59,2014,12,4,RHMA/mangrove - 2nd dom,25.91228329,-81.52996042,NA,NA,NA,0.3656,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_60,2014,12,4,20 m,25.91241921,-81.52983123,NA,NA,NA,0.3827,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_61,2014,12,4,20 m,25.91254614,-81.52969201,NA,NA,NA,0.4289,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mangrove,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_62,2014,12,5,water/ELCE - 1st dom,25.96591559,-81.53353683,NA,NA,NA,-0.1318,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAB,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_63,2014,12,5,water/ELCE - mixed,25.96591566,-81.53351685,NA,NA,NA,-0.1404,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unvegetated,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_64,2014,12,5,water/ELCE - 2nd dom,25.96590667,-81.53350682,NA,NA,NA,-0.1158,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAB,determined based on species presence,C2,NA,NA,15,United States,Florida
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_65,2014,12,5,ELCE/JURO - 1st dom,25.96589772,-81.53348681,NA,NA,NA,-0.10780000000000001,NAVD88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EAB,determined based on species presence,C2,NA,NA,15,United States,Florida
