study_id,site_id,core_id,year,month,day,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_notes,core_length_flag,country,admin_division,habitat,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth
Cifuentes_Unpublished,MCU Térraba28,M0763,2012,3,9,8.932730483,-83.60741183,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Costa Rica,Puntarenas,mangrove,C2,NA,NA,100
Cifuentes_Unpublished,MCU NicoyaColorado,M0764,2014,3,9,10.14305195,-85.07767206,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Costa Rica,Puntarenas,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU NicoyaBuenaventura,M0765,2014,3,9,10.16559049,-85.14657557,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Costa Rica,Guanacaste,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU NicoyaNíspero,M0766,2014,3,9,10.17507684,-85.19369366,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Costa Rica,Guanacaste,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU NicoyaBebedero,M0767,2014,3,9,10.25281155,-85.24883639,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Costa Rica,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU NicoyaJesús,M0768,2014,3,9,10.13402766,-85.24456028,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Costa Rica,Guanacaste,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU NicoyaPuntarenas 1,M0769,2014,3,9,9.98592079,-84.81743661,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Costa Rica,Puntarenas,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU NicoyaPuntarenas 2,M0770,2014,3,9,10.00047152,-84.85550677,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Costa Rica,Puntarenas,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU NicoyaIsla Chira 1,M0771,2014,3,9,10.10631377,-85.14943931,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Costa Rica,Puntarenas,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU NicoyaIsla Chira 2,M0772,2014,3,9,10.10090134,-85.12775331,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Costa Rica,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU NicoyaThiel 1,M0773,2014,3,9,10.08447159,-85.20061074,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Costa Rica,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU NicoyaThiel 2,M0774,2014,3,9,10.06552778,-85.18700408,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Costa Rica,Guanacaste,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU NicoyaJicaral,M0775,2014,3,9,9.974631965,-85.11853433,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Costa Rica,Puntarenas,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU NicoyaLepanto,M0776,2014,3,9,9.963786933,-85.03916044,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Costa Rica,Puntarenas,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU NicoyaPaquera,M0777,2014,3,9,9.827680613,-84.92103989,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Costa Rica,Puntarenas,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Estero BatipaBatipa,M0778,2013,3,9,8.307105031,-82.2812466,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Panama,Chiriquí,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Estero Buena VentanaLos Limones,M0779,2013,3,9,8.276764982,-82.34989,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Panama,Chiriquí,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Estero ChiriquíBoca Ternero,M0780,2013,3,9,8.340338019,-82.3915196,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Panama,Chiriquí,mangrove,C2,NA,NA,100
Cifuentes_Unpublished,MCU Estero PedregalLa Yeguada,M0781,2013,3,9,8.373876084,-82.4498339,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Panama,Chiriquí,mangrove,C2,NA,NA,100
Cifuentes_Unpublished,MCU Isla MonoIsla Mono,M0783,2013,3,9,8.288908782,-82.3313384,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Panama,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Estero ResbalosoIsla Requena,M0784,2013,3,9,8.317678636,-82.4038234,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Panama,Chiriquí,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Punta AlgarrobosPunta Algarrobos,M0785,2013,3,9,8.30016538,-82.4285184,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Panama,Chiriquí,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Punta las MatitasPunta las Matitas,M0786,2013,3,9,8.317855373,-82.4403668,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Panama,Chiriquí,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Punta OstionalBoca Río,M0787,2013,3,9,8.336223233,-82.4347594,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Panama,Chiriquí,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU S. CáscaraS. Cáscara (Represo),M0788,2013,3,9,8.304012216,-82.3656076,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Panama,Chiriquí,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU S. ParcelaS. Parcela (Río),M0789,2013,3,9,8.334662247,-82.4212528,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Panama,Chiriquí,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jiquilisco18,M0790,2014,3,9,13.18720617,-88.3295247,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jiquilisco19,M0791,2014,3,9,13.19933758,-88.33668578,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jiquilisco20,M0792,2014,3,9,13.20256818,-88.32809721,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jiquilisco21,M0793,2014,3,9,13.2493033,-88.77695248,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jiquilisco22,M0794,2014,3,9,13.25380382,-88.78622157,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jiquilisco28,M0795,2014,3,9,13.23565457,-88.44970083,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jiquilisco29,M0796,2014,3,9,13.24832506,-88.47356,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jiquilisco30,M0797,2014,3,9,13.23216275,-88.46892756,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jiquilisco31,M0798,2014,3,9,13.28190758,-88.69422661,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jiquilisco32,M0799,2014,3,9,13.24134956,-88.44592302,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jiquilisco23,M0800,2014,3,9,13.21644845,-88.45841791,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jiquilisco24,M0801,2014,3,9,13.2226727,-88.45277574,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jiquilisco25,M0802,2014,3,9,13.19217184,-88.39703635,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jiquilisco26,M0803,2014,3,9,13.2577981,-88.56111599,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jiquilisco27,M0804,2014,3,9,13.24060294,-88.56942438,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jiquilisco7,M0805,2014,3,9,13.27179949,-88.76576539,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jiquilisco9,M0806,2014,3,9,13.22738367,-88.60431432,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jaltepeque2,M0807,2015,3,9,13.26990876,-88.82964245,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jaltepeque8,M0808,2015,3,9,13.28624197,-88.82975061,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jaltepeque9,M0809,2015,3,9,13.3502415,-89.0081026,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jaltepeque10,M0810,2015,3,9,13.33202583,-88.84683047,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jaltepeque11,M0811,2015,3,9,13.3437427,-88.99810548,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jaltepeque4,M0812,2015,3,9,13.29016346,-88.85589253,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jaltepeque5,M0813,2015,3,9,13.30607234,-88.87329842,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jaltepeque6,M0814,2015,3,9,13.30607622,-88.881051,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jaltepeque16,M0815,2015,3,9,13.34229936,-88.89080801,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jaltepeque17,M0816,2015,3,9,13.25974707,-88.82666933,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
Cifuentes_Unpublished,MCU Jaltepeque18,M0817,2015,3,9,13.34421821,-88.92130555,NA,NA,exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,El Salvador,NA,mangrove,C2,NA,NA,200
DelVecchia_et_al_2014,AGD14 PL 2,M1309,2012,3,9,0.627087,-80.027614,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Ecuador,Esmeraldas,mangrove,C2,NA,NA,89
DelVecchia_et_al_2014,AGD14 BR 1,M1310,2012,3,9,0.564864,-80.002429,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Ecuador,Esmeraldas,mangrove,C2,NA,NA,89
DelVecchia_et_al_2014,AGD14 BR 3,M1311,2012,3,9,0.565026,-79.999949,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Ecuador,Esmeraldas,mangrove,C2,NA,NA,71
DelVecchia_et_al_2014,AGD14 BR 4,M1312,2012,3,9,0.564339,-80.001377,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Ecuador,Esmeraldas,mangrove,C2,NA,NA,77
DelVecchia_et_al_2014,AGD14 BR 6,M1313,2012,3,9,0.566157,-80.00109,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Ecuador,Esmeraldas,mangrove,C2,NA,NA,89
DelVecchia_et_al_2014,AGD14 BR 7,M1314,2012,3,9,0.565832,-80.001844,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Ecuador,Esmeraldas,mangrove,C2,NA,NA,89
DelVecchia_et_al_2014,AGD14 TM 1,M1315,2012,3,9,0.559662,-79.998071,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Ecuador,Esmeraldas,mangrove,C2,NA,NA,95
DelVecchia_et_al_2014,AGD14 TM 6,M1316,2012,3,9,0.557907,-79.999644,NA,NA,Exact,NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Ecuador,Esmeraldas,mangrove,C2,NA,NA,65
Donato_et_al_2011,DCD11 Y1 Core 1,M1373,2009,3,9,9.6,138.2,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Micronesia,NA,mangrove,C2,NA,NA,100
Donato_et_al_2011,DCD11 Y1 Core 2,M1374,2009,3,9,9.6,138.2,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Micronesia,NA,mangrove,C2,NA,NA,100
Donato_et_al_2011,DCD11 Y1 Core 3,M1375,2009,3,9,9.6,138.2,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Micronesia,NA,mangrove,C2,NA,NA,100
Donato_et_al_2011,DCD11 Y1 Core 4,M1376,2009,3,9,9.6,138.2,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Micronesia,NA,mangrove,C2,NA,NA,100
Donato_et_al_2011,DCD11 Y1 Core 5,M1377,2009,3,9,9.6,138.2,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Micronesia,NA,mangrove,C2,NA,NA,100
Donato_et_al_2011,DCD11 Y1 Core 6,M1378,2009,3,9,9.6,138.2,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Micronesia,NA,mangrove,C2,NA,NA,100
Donato_et_al_2011,DCD11 G1,M1379,2009,3,9,22.3,89.6,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Bangladesh,NA,mangrove,C2,NA,NA,300
Donato_et_al_2011,DCD11 J1 Core 1,M1380,2009,3,9,-7.7,109,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Indonesia,Jawa Tengah,mangrove,C2,NA,NA,300
Donato_et_al_2011,DCD11 J1 Core 2,M1381,2009,3,9,-7.7,109,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,Jawa Tengah,mangrove,C1,NA,NA,123
Donato_et_al_2011,DCD11 J1 Core 3,M1382,2009,3,9,-7.7,109,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,Jawa Tengah,mangrove,C1,NA,NA,120
Donato_et_al_2011,DCD11 J1 Core 4,M1383,2009,3,9,-7.7,109,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,Jawa Tengah,mangrove,C1,NA,NA,124
Donato_et_al_2011,DCD11 J1 Core 5,M1384,2009,3,9,-7.7,109,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,Jawa Tengah,mangrove,C1,NA,NA,82
Donato_et_al_2011,DCD11 J1 Core 6,M1385,2009,3,9,-7.7,109,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,Jawa Tengah,mangrove,C1,NA,NA,100
Donato_et_al_2011,DCD11 J2 Core 1,M1386,2009,3,9,-7.7,109,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Indonesia,Jawa Tengah,mangrove,C2,NA,NA,300
Donato_et_al_2011,DCD11 J2 Core 2,M1387,2009,3,9,-7.7,109,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,Jawa Tengah,mangrove,C1,NA,NA,186
Donato_et_al_2011,DCD11 J2 Core 3,M1388,2009,3,9,-7.7,109,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Indonesia,Jawa Tengah,mangrove,C2,NA,NA,300
Donato_et_al_2011,DCD11 J2 Core 4,M1389,2009,3,9,-7.7,109,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Indonesia,Jawa Tengah,mangrove,C2,NA,NA,300
Donato_et_al_2011,DCD11 J2 Core 5,M1390,2009,3,9,-7.7,109,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Indonesia,Jawa Tengah,mangrove,C2,NA,NA,300
Donato_et_al_2011,DCD11 J2 Core 6,M1391,2009,3,9,-7.7,109,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth limited by length of corer,Indonesia,Jawa Tengah,mangrove,C2,NA,NA,300
Donato_et_al_2011,DCD11 S1 Core 1,M1392,2009,3,9,1.7,124.7,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,NA,mangrove,C1,NA,NA,33
Donato_et_al_2011,DCD11 S1 Core 2,M1393,2009,3,9,1.7,124.7,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,NA,mangrove,C1,NA,NA,65
Donato_et_al_2011,DCD11 S1 Core 3,M1394,2009,3,9,1.7,124.7,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,NA,mangrove,C1,NA,NA,84
Donato_et_al_2011,DCD11 S1 Core 4,M1395,2009,3,9,1.7,124.7,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,NA,mangrove,C1,NA,NA,99
Donato_et_al_2011,DCD11 S1 Core 5,M1396,2009,3,9,1.7,124.7,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,NA,mangrove,C1,NA,NA,92
Donato_et_al_2011,DCD11 S2 Core 1,M1398,2009,3,9,1.7,125,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,Sulawesi Utara,mangrove,C1,NA,NA,75
Donato_et_al_2011,DCD11 S2 Core 2,M1399,2009,3,9,1.7,125,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,Sulawesi Utara,mangrove,C1,NA,NA,32
Donato_et_al_2011,DCD11 S2 Core 3,M1400,2009,3,9,1.7,125,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,Sulawesi Utara,mangrove,C1,NA,NA,35
Donato_et_al_2011,DCD11 S2 Core 4,M1401,2009,3,9,1.7,125,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,Sulawesi Utara,mangrove,C1,NA,NA,60
Donato_et_al_2011,DCD11 S2 Core 5,M1402,2009,3,9,1.7,125,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,Sulawesi Utara,mangrove,C1,NA,NA,40
Donato_et_al_2011,DCD11 S2 Core 6,M1403,2009,3,9,1.7,125,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,Sulawesi Utara,mangrove,C1,NA,NA,35
Donato_et_al_2011,DCD11 S3 Core 1,M1404,2009,3,9,1.7,124.8,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,NA,mangrove,C1,NA,NA,107
Donato_et_al_2011,DCD11 S3 Core 2,M1405,2009,3,9,1.7,124.8,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,NA,mangrove,C1,NA,NA,110.00000000000001
Donato_et_al_2011,DCD11 S3 Core 3,M1406,2009,3,9,1.7,124.8,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,NA,mangrove,C1,NA,NA,70
Donato_et_al_2011,DCD11 S3 Core 4,M1407,2009,3,9,1.7,124.8,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,NA,mangrove,C1,NA,NA,100
Donato_et_al_2011,DCD11 S3 Core 5,M1408,2009,3,9,1.7,124.8,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,NA,mangrove,C1,NA,NA,75
Donato_et_al_2011,DCD11 S3 Core 6,M1409,2009,3,9,1.7,124.8,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,NA,mangrove,C1,NA,NA,120
Donato_et_al_2011,DCD11 S4 Core 1,M1410,2009,3,9,1.6,124.8,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,NA,mangrove,C1,NA,NA,56.99999999999999
Donato_et_al_2011,DCD11 S4 Core 2,M1411,2009,3,9,1.6,124.8,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,NA,mangrove,C1,NA,NA,70
Donato_et_al_2011,DCD11 S4 Core 3,M1412,2009,3,9,1.6,124.8,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,NA,mangrove,C1,NA,NA,110.00000000000001
Donato_et_al_2011,DCD11 S4 Core 4,M1413,2009,3,9,1.6,124.8,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,NA,mangrove,C1,NA,NA,130
Donato_et_al_2011,DCD11 S4 Core 5,M1414,2009,3,9,1.6,124.8,NA,NA,fuzzy (by request),NA,NA,NA,NA,NA,NA,NA,NA,forested,NA,NA,NA,core depth represents deposit depth,Indonesia,NA,mangrove,C1,NA,NA,120
