study_id,site_id,core_id,year,month,day,core_notes,latitude,longitude,position_accuracy,position_method,position_notes,elevation,elevation_datum,elevation_accuracy,elevation_method,elevation_notes,salinity_class,salinity_method,salinity_notes,vegetation_class,vegetation_method,vegetation_notes,inundation_class,inundation_method,inundation_notes,core_length_flag,pb210_cic_accretion_rate,pb210_cic_notes,pb210_cic_max_depth,pb210_cic_r2,core_year,core_latitude,core_longitude,core_position_method,geomorphic_id,country,admin_division,habitat,stocks_qual_code,dates_qual_code,elevation_qual_code,max_depth,accretion_yr_per_cm_mean,accretion_yr_per_cm_se,accretion_yr_per_cm_upper_CI,accretion_yr_per_cm_lower_CI,organic_matter_accumulation_mean,organic_matter_accumulation_se,organic_matter_accumulation_upper_CI,organic_matter_accumulation_lower_CI,carbon_accumulation_mean,carbon_accumulation_se,carbon_accumulation_upper_CI,carbon_accumulation_lower_CI,max_age,max_age_se,max_age_upper_CI,max_age_lower_CI
Callaway_et_al_2019,China_Camp,China_Camp_A_High,2010,5,5,NA,38.008607,-122.48717,NA,RTK,NA,1.82156,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,high,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,50,3.280148758209748,0.65533777974046,4.780292666666666,NA,319.2100350693793,462.2200241732102,590.9152101673919,175.59241553912545,140.15783472404414,201.8174310256582,259.03739832952687,77.19516423460716,-52.78838160045951,3.6097394838260923,-43.804792,-58.0105032
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,2010,2,3,NA,38.010989,-122.485167,NA,RTK,NA,1.64961,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,54,3.1782654927372116,0.7123444668536245,4.687475208333333,NA,257.7481823489717,130.82135324525868,542.9665436866254,137.2180742257996,102.28791028277388,54.539255266705645,216.4087975912318,53.42460417229876,-54.88631682931755,2.619541437261574,-48.39452,-58.68773075
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,2010,2,3,NA,38.009774,-122.485707,NA,RTK,NA,1.87336,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,mid,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,52,3.2781506340632958,0.6632813926281054,4.813637999999999,NA,196.30513607900858,79.54212488830012,381.27416545819017,111.3193661020398,84.94626785606033,34.412732436754624,164.97326743564017,48.20536114572488,-54.00316633580981,2.963632659298179,-46.847358000000014,-58.338185
Callaway_et_al_2019,China_Camp,China_Camp_B_High,2010,3,8,NA,38.012053,-122.500265,NA,RTK,NA,1.8652,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,high,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,50,3.3555618094391835,0.9295874264540589,5.466311101666662,NA,330.92954575394606,1328.870505451859,707.7228246860745,146.33401357361444,144.10864989920046,578.2756931637313,308.19811187592734,63.7391392304052,-53.460257812402375,3.1295725164244734,-45.74436200000001,-58.205856299999994
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,2010,3,8,NA,38.015378,-122.498522,NA,RTK,NA,1.80399,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,50,3.260852822650308,0.7623259100655858,4.875338249999999,NA,269.50510382182574,352.0402731774566,555.8506824189081,137.86714457030692,116.78768704956686,152.25858877901092,240.5261526809021,59.7740411677017,-54.679677926002554,2.573973877071862,-48.666993000000005,-58.5671962
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,2010,3,8,NA,38.013872,-122.499442,NA,RTK,NA,1.82896,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,mid,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,50,3.2795270360811593,0.6590886963031914,4.755068979166666,NA,267.9844378437345,115.0214009929231,505.51212056063764,154.2038969139565,117.25027880303209,50.276341857545155,221.05324564842772,67.55712006419995,-53.972969893259716,2.7510863800696113,-47.392953500000004,-58.2024438
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,2009,1,15,NA,38.193959,-122.323214,NA,RTK,NA,1.97683,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,high,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,50,3.2103574824822796,0.8596863780816545,5.165909227272728,NA,287.2584045776166,185.4021672147654,606.2433485980597,141.3025728855077,124.60348304160821,80.94374909288436,263.32972486371017,61.20496824267102,-53.17212710517182,2.6945493496550723,-47.042446999999996,-57.2716293
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,2009,8,3,NA,38.196112,-122.321028,NA,RTK,NA,1.91731,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,50,3.2613900579485406,0.8006347195558012,4.967495349999999,NA,297.53250634428804,249.54783647555408,625.2562780102639,150.39491609507823,128.7066196549454,107.63574791882643,270.12508756008003,65.0689175765266,-53.09084237979656,2.9832091385041815,-45.86976800000001,-57.5089244
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,2009,1,15,NA,38.194802,-122.322285,NA,RTK,NA,1.9415,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,mid,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,50,3.269261061602673,0.927766852111532,5.352063722222223,NA,311.4660037076691,606.0939579092413,671.8559964643,142.40991107645897,133.10338314963687,263.35007375303843,285.60395892643527,60.77453766599365,-52.70796438899895,3.045946501823253,-45.23264,-57.20227
Callaway_et_al_2019,Coon_Island,Coon_Island_B_High,2009,1,15,NA,38.192405,-122.323331,NA,RTK,NA,1.94319,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,high,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,50,3.1639454372519404,0.9064197433222847,5.182317749999999,NA,318.1162578399177,232.0879066620257,751.3962213865686,140.55512422268208,139.82971131812403,101.84419815274504,330.00514445440683,61.815615374095486,-53.74071112816985,2.6133356725013255,-47.254235,-57.601287
Callaway_et_al_2019,Coon_Island,Coon_Island_B_Mid,2009,1,15,NA,38.18979,-122.322913,NA,RTK,NA,2.07285,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,mid,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_C_High,2009,3,23,NA,38.19595,-122.32569,NA,RTK,NA,1.97421,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,high,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,50,3.1437121256936047,1.0048687084985242,5.454503749999996,NA,301.46283213793834,297.330608935009,699.8269411289197,129.58775634243776,131.79386868268276,129.38887411519016,304.8388640788186,56.675962475515014,-53.08493911161298,3.0019997068197575,-45.851698,-57.412366000000006
Callaway_et_al_2019,Coon_Island,Coon_Island_C_Low,2009,3,23,NA,38.1986,-122.323662,NA,RTK,NA,1.95146,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,50,3.238483897614316,1.0099453652178993,5.494424187500003,NA,299.63267954268684,289.4821123239987,748.3342680332065,128.68636889129775,129.7841013140855,125.31695813640549,323.996082814119,55.73228217281927,-52.7115304596197,3.2742443647354267,-44.68188,-57.464836399999996
Callaway_et_al_2019,Coon_Island,Coon_Island_C_Mid,2009,3,23,NA,38.197805,-122.325346,NA,RTK,NA,1.97935,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,mid,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_D_High,2009,7,27,NA,38.189456,-122.320668,NA,RTK,NA,2.03731,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_D_Low,2009,7,27,NA,38.186543,-122.319232,NA,RTK,NA,1.91729,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,50,3.229399902572732,0.6500729683791121,4.735982447916666,NA,332.91546357058945,146.37831106829717,645.0179583154481,193.89176328076425,147.21791261985422,64.717933801918,286.1045871866714,85.96991500706514,-53.32996333171969,2.775846589545675,-46.820452499999995,-57.474588
Callaway_et_al_2019,Coon_Island,Coon_Island_D_Mid,2009,7,27,NA,38.187623,-122.319822,NA,RTK,NA,1.91114,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,mid,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Petaluma_River,Petaluma_River_Marsh_A_High,2009,12,9,NA,38.17819,-122.553551,NA,RTK,NA,1.86839,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,high,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,50,3.2637077482855137,0.9973937827780144,5.57745211111111,NA,290.6493224236869,239.72346415819854,673.4651003443869,126.6769859169408,125.06775684576517,104.75691595537238,290.58327793619713,54.21535243165752,-52.51547154932741,2.9955625571419042,-45.244666000000024,-57.0826814
Callaway_et_al_2019,Petaluma_River,Petaluma_River_Marsh_A_Low,2009,3,26,NA,38.179712,-122.543043,NA,RTK,NA,1.95513,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,48,3.2808284676616806,0.9021526878974386,5.343638,NA,290.66129228126533,197.13174853796943,648.1635858565819,136.80740504316168,122.99182186360186,83.5560068361613,270.9915264360658,57.81227791043257,-52.97133182273738,3.049009724473663,-45.50668,-57.415002
Callaway_et_al_2019,Petaluma_River,Petaluma_River_Marsh_A_Mid,2009,12,9,NA,38.178553,-122.549684,NA,RTK,NA,1.815,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,mid,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,50,3.2861442586431586,0.8806860677343012,5.217609904545458,NA,249.86595479487144,187.0120093632181,540.1598550603389,124.11827962973081,109.46587010295974,81.61113015087639,236.78510573806847,54.41808933973978,-52.89407366852238,2.767625406896845,-46.183403,-57.201600400000004
Callaway_et_al_2019,Petaluma_River,Petaluma_River_Marsh_B_High,2009,3,12,NA,38.16315,-122.554428,NA,handheld,NA,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,high,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,NA,52,3.284492256576338,0.9226771670521078,5.423994400000002,NA,270.4854035906269,231.09248921232825,624.9774569905842,118.38057731613415,117.2550463792726,102.3286368122074,273.0849206291954,51.181986307334284,-53.2270716972606,2.6369959380772476,-47.15755699999999,-57.37682769999999
Callaway_et_al_2019,Petaluma_River,Petaluma_River_Marsh_B_Low,2009,3,26,NA,38.158771,-122.553676,NA,RTK,NA,1.92452,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,50,3.2557886418112965,0.7726342812310474,4.893940120833332,NA,312.6005276692859,184.90499292018382,643.2743632256244,160.75049824435,135.37986329691626,79.84830526385326,278.0792189144127,69.67619845619376,-53.41970461138325,3.032308009978242,-45.85109100000001,-57.6495923
Callaway_et_al_2019,Petaluma_River,Petaluma_River_Marsh_B_Mid,2009,3,12,NA,38.16128,-122.554058,NA,handheld,NA,NA,NA,NA,NA,NA,saline,NA,NA,emergent,NA,NA,mid,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,NA,52,3.2721301852338183,0.8751998333138515,5.188103799999999,NA,260.2762136059674,173.55122901027784,571.0918813857966,123.41327776810988,113.77996095215535,75.81291187604315,249.79458328455826,53.978936274514396,-53.00034162691367,2.9253902931270113,-46.151437000000016,-57.288754100000006
Callaway_et_al_2019,Rush_Ranch,Rush_Ranch_A_High,2010,3,1,NA,38.191488,-122.013634,NA,RTK,NA,2.00406,"NAVD88",NA,RTK,NA,brackish,NA,NA,emergent,NA,NA,high,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,52,3.1366595704419886,0.967465070367259,5.364447052777774,NA,392.12583805979796,313.295144093599,944.3972227184324,164.53229764982805,177.20826916643827,140.15353102824994,427.49256525520224,74.46889017543845,-54.34085987731372,2.7752869995209455,-47.85263450000001,-58.3899562
Callaway_et_al_2019,Rush_Ranch,Rush_Ranch_A_Low,2010,8,10,NA,38.18954,-122.011907,NA,RTK,NA,1.99336,"NAVD88",NA,RTK,NA,brackish,NA,NA,emergent,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,50,3.201597962135622,0.907117507776721,5.20281955,NA,369.80627441382455,375.41676955559825,888.2331836276499,158.149880718294,162.07825616419208,163.84673213108152,388.949790136278,69.35038412230212,-53.718833222785705,3.0952294385249965,-46.107491,-58.3539775
Callaway_et_al_2019,Rush_Ranch,Rush_Ranch_A_Mid,2010,3,1,NA,38.190525,-122.012788,NA,RTK,NA,1.96279,"NAVD88",NA,RTK,NA,brackish,NA,NA,emergent,NA,NA,mid,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,46,3.1559955613222614,0.7611577126819793,4.750345062500001,NA,479.5966968427314,349.07646019773557,989.3464322939269,245.54001852564596,216.39728916811092,154.38596120199082,444.30927405009413,111.44953422502043,-55.456845494878955,2.1488078348875432,-50.486346499999996,-58.665018599999996
Callaway_et_al_2019,Rush_Ranch,Rush_Ranch_B_High,2010,4,9,NA,38.202337,-122.036942,NA,RTK,NA,1.93257,"NAVD88",NA,RTK,NA,brackish,NA,NA,emergent,NA,NA,high,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,50,3.1988200524141126,0.8615627843687751,5.088246636363635,NA,425.5935723655408,280.1306616029823,921.1465415541143,201.31448514474374,188.93095691091332,124.05938598116931,407.75218188195345,89.47568852479951,-53.490667265694285,3.270431923458143,-45.616533,-58.2920757
Callaway_et_al_2019,Rush_Ranch,Rush_Ranch_B_Low,2010,4,9,NA,38.202419,-122.039424,NA,RTK,NA,1.98368,"NAVD88",NA,RTK,NA,brackish,NA,NA,emergent,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,52,3.2949411227951297,0.9721992818346821,5.490586666666666,NA,327.69444987337886,327.58490304125735,773.5639156164578,139.87472089298765,142.89123233001604,144.94355132958722,338.68376147989926,60.80649757133224,-53.20653226527403,3.370020917238202,-45.01736,-58.16286
Callaway_et_al_2019,Rush_Ranch,Rush_Ranch_B_Mid,2010,4,9,NA,38.202247,-122.038437,NA,RTK,NA,1.97047,"NAVD88",NA,RTK,NA,brackish,NA,NA,emergent,NA,NA,mid,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,52,3.24943928168131,0.9150904275659184,5.314863249999998,NA,453.3740002576852,264.9182043964022,997.2763203002783,213.74952935122818,206.00028785203963,119.34429106033498,451.95183904519826,97.19729598947696,-54.12775727751362,2.681025537715818,-47.789235000000026,-58.251194
Callaway_et_al_2019,Whale's_Tail,Whales_Tail_A_High,2009,6,19,NA,37.600374,-122.142273,NA,RTK,NA,2.01727,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,high,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Whale's_Tail,Whales_Tail_A_Low,2009,6,19,NA,37.600394,-122.143951,NA,RTK,NA,2.11721,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,52,3.2239313374378695,0.6252670875214239,4.636338175000001,NA,222.57378851946532,106.29529500739191,421.69336340682446,128.18640099086105,96.27111806488625,45.98502657173449,182.4178003363617,55.457279224389794,-53.064776472830495,3.2921592584098702,-44.923275,-57.742371999999996
Callaway_et_al_2019,Whale's_Tail,Whales_Tail_A_Mid,2009,6,19,NA,37.600351,-122.14556,NA,RTK,NA,2.18632,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,mid,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,50,3.3004348825309933,0.6658361378469752,4.867490083333333,NA,212.0214296937823,79.90817652131247,388.6743165777071,126.82452815770793,88.19996392863293,33.54721850807681,162.62210196582427,52.77518238977036,-51.89323474679005,3.7503752422995014,-42.579048,-57.1554954
Callaway_et_al_2019,Whale's_Tail,Whales_Tail_B_High,2009,6,30,NA,37.587746,-122.141849,NA,RTK,NA,1.99464,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,52,3.254732418872243,0.7842633106255328,4.900250431818181,NA,265.06869615518383,120.04516654945569,546.0660410543369,140.2959287265094,114.87677502274246,51.940797368099716,236.1499954930255,60.8780563502566,-53.191253950334314,2.963138526973837,-46.132738,-57.4843618
Callaway_et_al_2019,Whale's_Tail,Whales_Tail_B_Low,2009,6,30,NA,37.589494,-122.145483,NA,RTK,NA,2.09849,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,low,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,52,3.2455277040331683,0.6594673109086553,4.754705958333332,NA,230.95278115598617,107.05884871084014,461.73548192646655,126.71379112614837,99.88769867830732,46.25513586699733,199.64340967229032,54.845709631558805,-52.701556626588534,3.3400309926362013,-44.528206000000004,-57.4326573
Callaway_et_al_2019,Whale's_Tail,Whales_Tail_B_Mid,2009,6,30,NA,37.588646,-122.143571,NA,RTK,NA,2.0321,"NAVD88",NA,RTK,NA,saline,NA,NA,emergent,NA,NA,mid,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B2,A2,52,3.2273036630866763,0.7691059088026455,4.873944736742424,NA,243.27429051057956,119.59125793210309,523.9399234433704,125.5382968392211,105.44877422669563,51.75995293853999,227.14708147417278,54.463891533986526,-53.18921851318553,2.9997692940535434,-45.8122885,-57.512227949999996
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,2018,12,18,NA,37.615583,-122.11405,NA,handheld,NA,NA,NA,NA,NA,Mean site elevation is 1.65m (NAVD88),mixoeuhaline,NA,NA,emergent,field observation,pickleweed-dominated,mid,NA,"site inundated twice daily, 2.4m tidal range",core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B1,NA,32,2.93596634944832,0.42899134611191836,3.7429201718750003,NA,474.9188059635722,62.4938136251421,613.6359194627148,371.84206261555687,78.26843955657102,9.778001600417655,99.60558676585083,61.970478302107345,-66.65562435535048,0.24071441844784877,-66.13887625,-67.084848775
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,2018,12,18,NA,37.615667,-122.113967,NA,handheld,NA,NA,NA,NA,NA,Mean site elevation is 1.65m (NAVD88),mixoeuhaline,NA,NA,emergent,field observation,cordgrass-dominated,low,NA,"site inundated twice daily, 2.4m tidal range",core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,California,marsh,C2,B1,NA,30,3.28849537013925,0.4339354658600993,4.143595679464286,NA,446.35951097740747,63.135034018823745,589.2933920984028,350.85577561138933,74.11177974040537,9.299581300749736,95.4064950275768,59.54554593543061,-66.83036607668198,0.19786209607818306,-66.40241325,-67.1956748
Costa_et_al_2023,Baja-Bahia Magdalena,Baja-Bahia Magdalena-III,2017,2,9,NA,25.234729,-112.080372,NA,handheld,NA,NA,NA,NA,NA,NA,mixoeuhaline,field observation,NA,scrub shrub,field observation,NA,low,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Baja California Sur,mangrove,C1,B1,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-I,2015,12,12,NA,24.300967,-110.326783,NA,handheld,NA,NA,NA,NA,NA,NA,saline,field observation,NA,scrub shrub,field observation,NA,high,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Baja California Sur,mangrove,C2,B1,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa_et_al_2023,Baja-Las Animas,Baja-Las Animas-I,2017,2,16,NA,28.820237,-113.365294,NA,handheld,NA,NA,NA,NA,NA,NA,mixoeuhaline,field observation,NA,scrub shrub,field observation,NA,mid,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Baja California,mangrove,C1,B1,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa_et_al_2023,Baja-Punta Abreojos,Baja-Punta Abreojos-I,2017,2,12,NA,26.775105,-113.658578,NA,handheld,NA,NA,NA,NA,NA,NA,saline,field observation,NA,scrub shrub,field observation,NA,high,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Baja California Sur,mangrove,C1,B1,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa_et_al_2023,Baja-San Gabriel II (SGII),Baja-San Gabriel II (SGII)-I,2015,12,12,NA,24.432316,-110.347221,NA,handheld,NA,NA,NA,NA,NA,NA,mixoeuhaline,field observation,NA,scrub shrub,field observation,NA,high,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Baja California Sur,mangrove,C1,B1,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa_et_al_2023,Baja-San Jose (SJ),Baja-San Jose (SJ)-I,2015,12,11,NA,24.880417,-110.566783,NA,handheld,NA,NA,NA,NA,NA,NA,mixoeuhaline,field observation,NA,forested to shrub,field observation,NA,low,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Baja California Sur,mangrove,C1,B1,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa_et_al_2023,Baja-San Jose (SJ),Baja-San Jose (SJ)-II,2015,12,11,NA,24.869417,-110.575333,NA,handheld,NA,NA,NA,NA,NA,NA,mixoeuhaline,field observation,NA,scrub shrub,field observation,NA,mid,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Baja California Sur,mangrove,C1,B1,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa_et_al_2023,Baja-San Lucas,Baja-San Lucas-3,2015,7,14,NA,27.223676,-112.212642,NA,handheld,NA,NA,NA,NA,NA,NA,mixoeuhaline,field observation,NA,forested to shrub,field observation,NA,high,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Baja California Sur,mangrove,C1,B1,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa_et_al_2023,Baja-Santa Barbara II,Baja-Santa Barbara II-1,2015,7,17,NA,26.698539,-111.875824,NA,handheld,NA,NA,NA,NA,NA,NA,mixoeuhaline,field observation,NA,scrub shrub,field observation,NA,low,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Baja California Sur,mangrove,C1,B1,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa_et_al_2023,PanamaPacific-LP I,PanamaPacific-LP I-2,2017,9,18,NA,8.388987,-78.850368,NA,handheld,NA,NA,NA,NA,NA,NA,mixoeuhaline,field observation,NA,forested to shrub,field observation,NA,mid,field observation,NA,core depth represents deposit depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,Panama,Panamá,mangrove,C1,B1,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa_et_al_2023,PanamaPacific-VE II,PanamaPacific-VE II-1,2017,9,26,NA,7.855364,-81.098322,NA,handheld,NA,NA,NA,NA,NA,NA,mixoeuhaline,field observation,NA,forested,field observation,NA,mid,field observation,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Panama,Veraguas,mangrove,C2,B1,NA,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craft_2007,Altamaha_River,Altamaha_River_Site_7_Levee,2001,NA,NA,NA,31.341,-81.48,NA,NA,latitude and longitude were extracted from a relatively low quality map figure,NA,NA,NA,NA,NA,brackish to fresh,NA,NA,emergent,NA,NA,levee,NA,NA,core depth limited by length of corer,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,Georgia,marsh,C2,B1,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
